-0.0019113,0.007543,-0.05353,0.344
0.032988,-0.025627,1.39,0
0.041247,-0.021501,-0.10845,0.418
-0.0088685,0.043173,-0.29261,0.062
0.013848,0.063605,-0.40269,0.022
0.03375,-0.078844,0.32771,0.022
-0.041297,0.035239,0.048992,0.62
-0.12224,0.039443,0.97551,0.007
0.06276,-0.03083,7.1176,0
